ATM Name,Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,isYesterdayWeekday,isTomorrowWeekday,isWeekday,Rainfall Status
Big Street ATM,2012-02-21,207300,TUESDAY,No Holiday,True,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-21,574000,TUESDAY,No Holiday,True,False,False,True,True,True,No Rain
Airport ATM,2012-02-21,348700,TUESDAY,No Holiday,True,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-21,525000,TUESDAY,No Holiday,True,False,False,True,True,True,No Rain
Christ College ATM,2012-02-21,345900,TUESDAY,No Holiday,True,False,False,True,True,True,No Rain
Big Street ATM,2012-02-22,107300,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-22,448400,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-22,375700,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-22,695400,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-22,506800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-23,122200,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-23,559500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-23,338500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-23,503800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-23,613900,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-24,101600,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-02-24,457300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-02-24,398800,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-02-24,766000,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-02-24,362000,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-02-25,154300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-02-25,416900,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-02-25,503800,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-02-25,629200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-02-25,456000,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-02-26,134900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-02-26,390100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-02-26,267800,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-02-26,227200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-02-26,179400,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-02-27,110200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2012-02-27,442200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2012-02-27,258000,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2012-02-27,500500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2012-02-27,360300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2012-02-28,219900,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-28,424000,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-28,110500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-28,409300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-28,298700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-29,146100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-29,571200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-29,606000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-29,619500,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-29,367000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-03-01,47200,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-03-01,743400,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-03-01,707900,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-03-01,755000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-03-01,386800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-03-02,12000,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-03-02,697300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-03-02,594900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-03-02,639600,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-03-02,483200,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-03-03,185100,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-03-03,703800,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-03-03,636100,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-03-03,634600,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-03-03,428900,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-03-04,140900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-03-04,549500,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-03-04,686000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-03-04,504300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-03-04,315500,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-03-05,123300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2012-03-05,760700,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2012-03-05,552300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2012-03-05,790200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2012-03-05,928400,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2012-03-06,273300,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Mount Road ATM,2012-03-06,735000,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Airport ATM,2012-03-06,520800,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
KK Nagar ATM,2012-03-06,1060200,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Christ College ATM,2012-03-06,501000,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Big Street ATM,2012-03-07,159200,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,No Rain
Mount Road ATM,2012-03-07,756900,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,No Rain
Airport ATM,2012-03-07,635600,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,No Rain
KK Nagar ATM,2012-03-07,700100,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,No Rain
Christ College ATM,2012-03-07,600100,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,No Rain
Big Street ATM,2012-03-08,117100,THURSDAY,Gazetted Holiday,True,True,False,True,True,True,No Rain
Mount Road ATM,2012-03-08,707900,THURSDAY,Gazetted Holiday,True,True,False,True,True,True,No Rain
Airport ATM,2012-03-08,574000,THURSDAY,Gazetted Holiday,True,True,False,True,True,True,No Rain
KK Nagar ATM,2012-03-08,786300,THURSDAY,Gazetted Holiday,True,True,False,True,True,True,No Rain
Christ College ATM,2012-03-08,457000,THURSDAY,Gazetted Holiday,True,True,False,True,True,True,No Rain
Big Street ATM,2012-03-09,199100,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Mount Road ATM,2012-03-09,584700,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Airport ATM,2012-03-09,440200,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
KK Nagar ATM,2012-03-09,574300,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Christ College ATM,2012-03-09,362800,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Big Street ATM,2012-03-10,163900,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-03-10,885400,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-03-10,777200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-03-10,698400,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-03-10,461200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-03-11,106400,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-03-11,190500,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-03-11,265200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-03-11,302700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-03-11,235000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-03-12,163300,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2012-03-12,503800,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2012-03-12,382400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2012-03-12,680000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2012-03-12,420500,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2012-03-13,195500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2012-03-13,462200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2012-03-13,478000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2012-03-13,624000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2012-03-13,452200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2012-03-14,241400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2012-03-14,518900,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2012-03-14,442400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2012-03-14,858400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2012-03-14,401300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2012-03-15,224200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2012-03-15,734000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2012-03-15,466600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2012-03-15,877500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2012-03-15,451600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2012-03-16,126500,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-03-16,598900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-03-16,394500,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-03-16,739300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-03-16,408700,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-03-17,145800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2012-03-17,757400,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2012-03-17,455700,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2012-03-17,563100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2012-03-17,588800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2012-03-18,94900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-03-18,339600,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-03-18,438100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-03-18,225100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-03-18,271300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-03-19,93800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2012-03-19,440000,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2012-03-19,547500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2012-03-19,575000,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2012-03-19,652400,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2012-03-20,225800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2012-03-20,682600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2012-03-20,446500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2012-03-20,661700,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2012-03-20,449000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2012-03-21,119000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-03-21,358000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-03-21,537200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-03-21,628400,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-03-21,557800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-03-22,253800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2012-03-22,391500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2012-03-22,610900,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2012-03-22,703600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2012-03-22,495600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2012-03-23,124400,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-03-23,2200,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-03-23,297900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-03-23,485800,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-03-23,368200,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-03-24,156100,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-03-24,567700,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-03-24,584000,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-03-24,840200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-03-24,451800,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-03-25,144000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-03-25,275100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-03-25,289000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-03-25,367300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-03-25,317600,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-03-26,153900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2012-03-26,281500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2012-03-26,609600,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2012-03-26,857300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2012-03-26,614400,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2012-03-27,81100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-03-27,529100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-03-27,333700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-03-27,590300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-03-27,387500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-03-28,84600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-03-28,494600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-03-28,522200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-03-28,674800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-03-28,441500,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-03-29,118700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2012-03-29,301500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2012-03-29,521600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2012-03-29,739000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2012-03-29,378500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2012-03-30,210400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2012-03-30,718900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2012-03-30,510600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2012-03-30,734900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
